username,tweetcreatedts,text
doremitae,2022-07-30 23:41:51,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
cekpinnedyaa,2022-07-30 23:41:49,"Yola korean skirt gemes bgtt✨
💗https://t.co/Azz4q0Yyyn

tag
#JusticeForGaram #ShopeePayTHR  #BlokirKominfo #KimGaram  Jilbab Irene pake vpn #BigMouthEp2 PayPal Lawak https://t.co/IcLQhIyB7a"
yfaryuki,2022-07-30 23:41:49,"RT @mojokdotco: Apakah drama PSE udah kelar? Oh, belum. Bukan Kominfo namanya kalo nggak drama. 

Setelah kemaren-kemaren rame soal ngintip…"
FikriRiyadi1,2022-07-30 23:41:48,"RT @kapten_azay: Menteri Kominfo Johnny G. Plate dikabarkan telah mundur!

#BlokirKominfo https://t.co/7XSByUrLgq"
dktpcl,2022-07-30 23:41:40,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
makarim_rifki,2022-07-30 23:41:40,"RT @jawafess: ASU JIANCOK KOEN BENER BENER @kemkominfo 

AYO LUR RAMAIKAN HASHTAG #BlokirKominfo"
kyxkaa,2022-07-30 23:41:37,"RT @LBH_Jakarta: Pos Pengaduan #SaveDigitalFreedom LBH Jakarta di Jalan Diponegoro No 74 Menteng, Jakarta Pusat. Atau email ke pengaduan@ba…"
HafizulWananda,2022-07-30 23:41:35,"@abangtegar Hingga pukul 06.40 WIB masih seperti ini.

#BlokirKominfo https://t.co/wFqvnJiMVX"
handikov,2022-07-30 23:41:34,"RT @asyidiqihasbi: Steam sama Epic Games diblokir, lah gw kan ngerender 3D pake Unreal, buka aplikasinya dari Epic.

Ganggu orang kerja aja…"
_AkuLupaa,2022-07-30 23:41:34,"RT @ghex88: Jangan asal blokir kalau tidak ada alternatif.

Jadilah solusi bukan jadi yang mau menang sendiri.

Kuasa manusia itu tidak sel…"
wonojatun,2022-07-30 23:41:28,"RT @Vikkristian12: Selamat pagi dan selamat berakhir pekan, steam udah diblokir tapi slot belum di blokir padahal beli game di steam udah b…"
mariadi63425147,2022-07-30 23:41:25,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
anqgit_p,2022-07-30 23:41:23,"RT @FerdiRizky7: Bayangin udh beli game kena pajak masih aja di blokir,ini kominfo secara tidak langsung nyuruh kita ngebajak game #BlokirK…"
kyxkaa,2022-07-30 23:41:23,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
triardn,2022-07-30 23:41:19,"RT @InginGondrong: Steam, Epic games masih understandable, tolol, tapi undestandable.

Paypal diblokir, boomer moment urusin dulu projek we…"
fbbyie,2022-07-30 23:41:19,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
alvanadjip,2022-07-30 23:41:17,"Tukang Blokir Handal, bukannya perbaiki sistem dan kebijakan malah suruh lepas sandal #BlokirKominfo https://t.co/WifACwYJ5a"
koodabim,2022-07-30 23:41:14,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
balabalasebong,2022-07-30 23:41:13,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
yogi2506,2022-07-30 23:41:11,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
iwonkrenz,2022-07-30 23:41:09,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
bambutuaaa,2022-07-30 23:41:07,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
cekpinnedyaa,2022-07-30 23:41:06,"Rekomendasi outer ala cewek kue 🍰🍬

https://t.co/xGEsdPaJyL

tag
#JusticeForGaram #ShopeePayTHR  #BlokirKominfo #KimGaram  Jilbab Irene pake vpn #BigMouthEp2 PayPal Lawak https://t.co/FsQMObFsRa"
anqgit_p,2022-07-30 23:41:03,RT @Ghis_Geralt: Network and Sharing Center &gt; pilih Wi-Fi / Ethernet (kalau pake ethernet) &gt; Properties &gt; Internet Protocol Version 4 &gt; Pil…
farhanthaleb2,2022-07-30 23:41:01,please di blokir sampai kapan inii cape udahan mau main game ga bisa2 harus make koneksi dns buat yang steam aman tapi di epic susah banget karna server epic agak jauh sama indo jadi ngelag  #BlokirKominfo
anqgit_p,2022-07-30 23:40:59,"RT @remotivi: Mohon doa dan dukungannya untuk #ProtesNetizen siang ini di depan gedung Kominfo.

Kritik digital ✅
Datang langsung ✅
Tidak m…"
yanuarizkyr_,2022-07-30 23:40:55,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
fierza,2022-07-30 23:40:55,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
chitifatimah,2022-07-30 23:40:55,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
anqgit_p,2022-07-30 23:40:51,RT @remotivi: Si paling mampu memblokir. #BlokirKominfo https://t.co/Ay5n4yls1a
hactrophille,2022-07-30 23:40:49,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
sangwaktu,2022-07-30 23:40:47,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
anqgit_p,2022-07-30 23:40:45,"RT @secgron: Perjalanan situs PSE @kemkominfo yang menjadi bagian dari proyek 963 M:

23 Juli: Insiden web error tapi malah nyalahin user
2…"
anqgit_p,2022-07-30 23:40:34,"RT @Vikkristian12: Selamat pagi dan selamat berakhir pekan, steam udah diblokir tapi slot belum di blokir padahal beli game di steam udah b…"
lynnveea,2022-07-30 23:40:34,RT @kfreiii: @kemkominfo Kata temen syaa yang pernah magang di situ aja gitu ngomongnya. Gimana mau memajukan teknologi Indonesia kalo isin…
cekpinnedyaa,2022-07-30 23:40:31,"rekomendasi HP Super 𝐀𝐞𝐬𝐭𝐡𝐞𝐭𝐢𝐜 yang suka nongol di drakor🥰😍. Harga murmer aja, bisa dicicil juga lho. Beli nya di sini 👇

https://t.co/yTO3Ojpzqj

tag
#JusticeForGaram #ShopeePayTHR  #BlokirKominfo #KimGaram  Jilbab Irene pake vpn #BigMouthEp2 PayPal Lawak https://t.co/KXRpl8cGLc"
BarusDewie,2022-07-30 23:40:27,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
benaya_craigh,2022-07-30 23:40:25,"RT @SportsTime_id: Semoga Kominfo Mendengar ini ya😏

#BlokirKominfo GitHub Paytren Pake VPN Paypal Ardhito Johnny G. Plate Gmail Google Dri…"
Onnaxy,2022-07-30 23:40:22,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
chitifatimah,2022-07-30 23:40:21,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
cchaebaragi,2022-07-30 23:40:20,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
anqgit_p,2022-07-30 23:40:17,"RT @yamahaYuuki: hah, yuuki bisa buka steam sama twitch? kok bisa?
bisa dong. soalnya aku udah gak percaya sama kominfo dari dahulu kala.
r…"
anqgit_p,2022-07-30 23:40:12,"RT @niwseir: Analoginya gini:
Tukang bubur jualan, si pos satpam nyuruh tinggal KTP, maksa ngintip dan ngambil topping apa aja, ngelarang p…"
504gatewaybad,2022-07-30 23:40:11,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
irvanbqh,2022-07-30 23:40:06,"Katanya mendukung revolusi industri 4.O transformasi era digital tai kucing, berak sekebon #BlokirKominfo"
papibenderang,2022-07-30 23:39:54,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
hairulislan,2022-07-30 23:39:48,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
masani2001,2022-07-30 23:39:47,RT @cybsquad_: situs slot judi gak diblokir karena udah daftar ke kominfo. Wwkwkwkw #BlokirKominfo https://t.co/ySc9Y8wMGS
Aprillia_coklat,2022-07-30 23:39:47,"RT @SportsTime_id: Semoga Kominfo Mendengar ini ya😏

#BlokirKominfo GitHub Paytren Pake VPN Paypal Ardhito Johnny G. Plate Gmail Google Dri…"
Momonnauw,2022-07-30 23:39:32,"RT @haecaessy: ☆ Rekomendasi hiasan kamar ala pinterest, bikin kamar kalian keliatan aesthetic!☆

━━ A THREAD 

tags; ardhito, goblog, goog…"
omarnatakusuma,2022-07-30 23:39:31,"RT @AkunGratisan: Paypal juga diblok ya. Selamat @kemkominfo, anda udh berhasil mematikan banyak mata pencaharian rakyatnya. Sekarang ayo d…"
jnkxsza,2022-07-30 23:39:31,"RT @remotivi: Banyaknya keluhan pengguna PayPal yang mengalami kerugian karena kena #BlokirKominfo, membuat sebuah pertanyaan sederhana kel…"
rusydi76,2022-07-30 23:39:30,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
erzagian,2022-07-30 23:39:28,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
jjuntch,2022-07-30 23:39:19,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
Abdulla3new,2022-07-30 23:39:18,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
Momonnauw,2022-07-30 23:39:17,"RT @putihabubelang: Rekomendasi Timbangan Digital

Buat yang pengen nimbang BB boleh nih dilihat-lihat

Tag : Dara / paytren / goblog / zeu…"
thistleazalea,2022-07-30 23:39:15,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
HindunBintiUtba,2022-07-30 23:39:15,"banyak yg salahkan menteri gara2 blokir banyak situs, emang ada visi misi menteri?

#BlokirKominfo"
triaakhh,2022-07-30 23:39:13,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
shopsale22,2022-07-30 23:39:06,"RT @asupan_racun: ✨INSPIRASI OUTFIT CEWE BUMI✨
Save dulu buat referensi🌍

🌻Sweater : https://t.co/VCLs8N2VTI
🌻Jeans : https://t.co/svXgonEk…"
watermaloen,2022-07-30 23:39:04,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
belidioren_,2022-07-30 23:39:03,"RT @racunnproduk: Sneakers Unik✨

Kolaborasi Unik Sneakers Brand Lokal x Produk Lokal Nih Guys!

- a thread -

Tags : Ardhito , Situs , Ste…"
youknowfullsun,2022-07-30 23:39:01,"RT @haecaessy: ☆ Rekomendasi hiasan kamar ala pinterest, bikin kamar kalian keliatan aesthetic!☆

━━ A THREAD 

tags; ardhito, goblog, goog…"
noturtypern,2022-07-30 23:38:58,"org tua kek @kemkominfo org tua yg ngasih ular ke anaknya yg minta roti

#BlokirKominfo #KominfoKontol"
dickycharlan,2022-07-30 23:38:49,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
FahrezaMahend12,2022-07-30 23:38:46,"RT @secgron: Perjalanan situs PSE @kemkominfo yang menjadi bagian dari proyek 963 M:

23 Juli: Insiden web error tapi malah nyalahin user
2…"
desserped69x,2022-07-30 23:38:46,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
anotherend116,2022-07-30 23:38:44,"RT @Mfzxy1: Dear Kominfo,Lu Enak Banget Ya Blokir Steam,Epic games,PayPal,Asal Lu Tau Ajg Banyak gamer Di Seluruh Indonesia Udah Beli Game…"
noviahakiim,2022-07-30 23:38:41,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
Khakerou22,2022-07-30 23:38:39,"#BlokirKominfo
yang paling rugi disini adalah teman2 yang memiliki uang di paypal"
ProfeFest,2022-07-30 23:38:36,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
RavaelHitipeuw,2022-07-30 23:38:34,"#BlokirKominfo
Kuoonntttooollll kau"
drancodile_nft,2022-07-30 23:38:28,"RT @Mfzxy1: Dear Kominfo,Lu Enak Banget Ya Blokir Steam,Epic games,PayPal,Asal Lu Tau Ajg Banyak gamer Di Seluruh Indonesia Udah Beli Game…"
rialakkuma,2022-07-30 23:38:27,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
chitifatimah,2022-07-30 23:38:18,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
Kriss_Preet,2022-07-30 23:38:14,"#BlokirKominfo Masih trending, dimana keyword paypall dan steam juga trending https://t.co/84kBWtzXZO"
Bian31467152,2022-07-30 23:38:13,"RT @AkunGratisan: Paypal juga diblok ya. Selamat @kemkominfo, anda udh berhasil mematikan banyak mata pencaharian rakyatnya. Sekarang ayo d…"
abah_hampru,2022-07-30 23:38:09,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
DLivesta,2022-07-30 23:38:05,"#BlokirKominfo 
Judi online ga di ban 
Steam di ban ygy"
anqgit_p,2022-07-30 23:38:04,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
in_kay__,2022-07-30 23:38:04,RT @Zadakidi: Gini aja: kalo kalian mau #blokirkominfo kalian tandai aja menterinya; Johnny G. Plate dari Partai NasDem. Ramein aja boikot…
aishichan567,2022-07-30 23:38:01,Kominfo tai anjing bewan sini anjing aplikasi Judi kagak diblokir giliran Yang gaada Negatifnya diblokir otaknya yang gede Napa Jan kepalanya doang yang gede pengangguran mah ngaku aja pengangguran #BlokirKominfo https://t.co/IfqeTPpchP
foresterdupan,2022-07-30 23:37:58,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
punipunichim,2022-07-30 23:37:55,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
Hnifnh,2022-07-30 23:37:54,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
anqgit_p,2022-07-30 23:37:52,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
SunEater7199,2022-07-30 23:37:50,"Mau nya Kominfo ni apaa!? Sana sini diblokir gk jelas, steam diblokir pula hadeeh sumpah kementrian yg bener2 ampas dan gk perlu ada ya Kominfo ini. Biar apa kaya gini? Biar diliat org kerja gtu?? Mending gk ush kerja skalian, sekalinya kerja malah nyusahin org. #BlokirKominfo"
bangaluul,2022-07-30 23:37:36,"RT @Vikkristian12: Selamat pagi dan selamat berakhir pekan, steam udah diblokir tapi slot belum di blokir padahal beli game di steam udah b…"
evil_backwards,2022-07-30 23:37:35,WKWKWK SAATNYA KEMBALI KE OVAGAMES ADIK ADIK SOALNYA YG GA DI BLOCK ITU APLIKASI JUDI SLOT INDUSTRI 4.0 THEY SAY CUIH RENE TAK IDONI #BlokirKominfo #blockkominfo
samdede89218259,2022-07-30 23:37:34,"RT @MahmudBadarud18: Ayah.. Ibu.. Aku sangat menyayangimu :') Ya Rabb, lindungi mereka, dan berilah kesehatan dan kebahagiaan pd mereka
Jil…"
belidioren_,2022-07-30 23:37:29,"RT @racunblnja: ✨rekomen cardigan rajut✨
👉https://t.co/RH0PlVaw5o
👉https://t.co/NxGNllyJ2n
👉https://t.co/EZDaSVYLfT
👉https://t.co/R5QBLpR0j…"
venacavami,2022-07-30 23:37:29,Nyampe hestek aja diblokir sama kominfo -__- #BlokirKominfo
FahrezaMahend12,2022-07-30 23:37:29,RT @secgron: Semingguan ini kita udah melihat situs PSE @kemkominfo yg menjadi bagian dari proyek 963 miliar dikuliti oleh netizen. Mulai d…
_rziky,2022-07-30 23:37:29,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
mraihank_,2022-07-30 23:37:27,"RT @DavidBenno: ""Diblokir Kominfo""
#BlokirKominfo #PayPal #STREAM #epicgames #music #musik #poetry #poem #puisi #pantun https://t.co/tMrwvR…"
AriztaRaka,2022-07-30 23:37:26,"Kominfo bgst duit gw nyangkut di Paypal, kalo ga bisa kerja ga usah kerja ngentot #KominfoKontol #BlokirKominfo"
VernardoLau,2022-07-30 23:37:25,"RT @Avendi_Prasetyo: Steam, PayPal, Battlenet, Epic Games dan lainya diblokir di Indonesia 
Johnny G. Plate harus mundur

#BlokirKominfo /…"
belidioren_,2022-07-30 23:37:22,"RT @cesntella: Rekomendasi outer lucu ala korea✨
Pic 1 :https://t.co/PUAroQpbaV
Pic 2 :https://t.co/tAw82CdogV
Pic 3 :https://t.co/Xt0vjDmB…"
DashSiee,2022-07-30 23:37:19,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
KMilyarder,2022-07-30 23:37:13,RT @Ghis_Geralt: Network and Sharing Center &gt; pilih Wi-Fi / Ethernet (kalau pake ethernet) &gt; Properties &gt; Internet Protocol Version 4 &gt; Pil…
abdillah_david,2022-07-30 23:37:12,"RT @Muhammad_abi123: Selamat pagi semua, kecuali kalian kominfo #BlokirKominfo"
pororay,2022-07-30 23:37:11,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
TheShortKidddd,2022-07-30 23:36:57,"RT @remotivi: Banyaknya keluhan pengguna PayPal yang mengalami kerugian karena kena #BlokirKominfo, membuat sebuah pertanyaan sederhana kel…"
abdillah_david,2022-07-30 23:36:53,RT @fathXwibu: @kemkominfo inget y lu pada!!!!jangan memutus rezeki org lain bisa gk?Kelen punya otak gk sih sekolah tinggi² tp gk guna men…
ww2773,2022-07-30 23:36:51,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
nadapita21,2022-07-30 23:36:46,@Yohannie20 Dia aku masih #BlokirKominfo
sedikitabsurd,2022-07-30 23:36:44,"RT @DavidBenno: ""Diblokir Kominfo""
#BlokirKominfo #PayPal #STREAM #epicgames #music #musik #poetry #poem #puisi #pantun https://t.co/tMrwvR…"
enjumpz,2022-07-30 23:36:43,"Masih trending aja, lanjut...

#BlokirKominfo"
lynnveea,2022-07-30 23:36:41,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
makhlukdaribumi,2022-07-30 23:36:37,"RT @SportsTime_id: Semoga Kominfo Mendengar ini ya😏

#BlokirKominfo GitHub Paytren Pake VPN Paypal Ardhito Johnny G. Plate Gmail Google Dri…"
kalodiempusing,2022-07-30 23:36:36,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Mr__Prat,2022-07-30 23:36:30,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
bung_dehan,2022-07-30 23:36:29,"“Ora iso sak kepenake dewe” saiki tak takon seng sak kepenake dewe kui sopo, seng sak penake dewe blokir kui sopo...🤣🤣, wes urung jagongan bareng karo PayPal.. laa durung pernah to... kalian cuma ambil peruntungan dari keberadaan Paypal seng di minati ...🤣🤣🤣 #BlokirKominfo"
TheDauwani,2022-07-30 23:36:26,"RT @asyidiqihasbi: Steam sama Epic Games diblokir, lah gw kan ngerender 3D pake Unreal, buka aplikasinya dari Epic.

Ganggu orang kerja aja…"
IqbalBim,2022-07-30 23:36:26,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
Orangess__,2022-07-30 23:36:23,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
btssborahaee,2022-07-30 23:36:23,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
sepmitabepis,2022-07-30 23:36:18,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
FahrezaMahend12,2022-07-30 23:36:07,"RT @SportsTime_id: Semoga Kominfo Mendengar ini ya😏

#BlokirKominfo GitHub Paytren Pake VPN Paypal Ardhito Johnny G. Plate Gmail Google Dri…"
YogyMoch,2022-07-30 23:36:01,"RT @adhiesc123: #BlokirKominfo
Komisi'ku lagi rame bulan ini ni ya, kalo sampai semua selesai paypal belum di unblock, atau di block selama…"
yr_imto,2022-07-30 23:36:00,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
san99s,2022-07-30 23:35:56,"RT @ndagels: Steam, epic games, battlenet diblokir tapi kok ini game yg nuansa judinya kuat malah di kasih ijin kominfo, lawak bener #Bloki…"
Nevisavitri_,2022-07-30 23:35:54,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
FahrezaMahend12,2022-07-30 23:35:52,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
kikagi123,2022-07-30 23:35:51,RT @secgron: Hari ini dampak dari pemblokiran sewenang-wenang oleh @kemkominfo  udah bisa kita rasakan dan kini saatnya untuk mengambil lan…
mrtrijoko,2022-07-30 23:35:44,"RT @s4ng_pn4kLuk_id: SBY dan AHY Hadiri Resepsi Pernikahan Putri Anies Baswedan
#BlokirKominfo
https://t.co/jQke8n4NTx

Lanjutan Video Hany…"
triardn,2022-07-30 23:35:39,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
FahrezaMahend12,2022-07-30 23:35:34,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
MisasaFang,2022-07-30 23:35:31,"Dengan analogi yang sama, maka kita bisa menyimpulkan bahwa semua orang boleh masuk ke dalam rumah kita siapapun dia dan sejahat apapun dia, asalkan orang itu sudah melepas sepatunya.

#BlokirKominfo https://t.co/DnGnbpJ8X9"
mrmaulaa,2022-07-30 23:35:30,"RT @asyidiqihasbi: Steam sama Epic Games diblokir, lah gw kan ngerender 3D pake Unreal, buka aplikasinya dari Epic.

Ganggu orang kerja aja…"
fathXwibu,2022-07-30 23:35:24,@kemkominfo inget y lu pada!!!!jangan memutus rezeki org lain bisa gk?Kelen punya otak gk sih sekolah tinggi² tp gk guna mending turu lu pada #BlokirKominfo #KominfoKontol https://t.co/H5i2kgdMX1
FahrezaMahend12,2022-07-30 23:35:23,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
fraivix41,2022-07-30 23:35:18,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
sat1_0,2022-07-30 23:35:15,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
HKeyzzzz,2022-07-30 23:35:14,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
RohmatAji3,2022-07-30 23:35:13,"RT @DavidBenno: ""Diblokir Kominfo""
#BlokirKominfo #PayPal #STREAM #epicgames #music #musik #poetry #poem #puisi #pantun https://t.co/tMrwvR…"
fadli_aa,2022-07-30 23:35:11,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
MissileGunKelly,2022-07-30 23:35:06,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
bgganteng07,2022-07-30 23:35:05,"RT @AkunGratisan: Paypal juga diblok ya. Selamat @kemkominfo, anda udh berhasil mematikan banyak mata pencaharian rakyatnya. Sekarang ayo d…"
fvcksocietie_,2022-07-30 23:35:05,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
AyuAnda96835980,2022-07-30 23:35:03,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
seehenii,2022-07-30 23:35:02,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
