username,tweetcreatedts,text
ErJ36610195,2022-07-30 23:54:05,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
Bill_Ramadhandi,2022-07-30 23:54:04,"RT @AkunGratisan: Paypal juga diblok ya. Selamat @kemkominfo, anda udh berhasil mematikan banyak mata pencaharian rakyatnya. Sekarang ayo d…"
MPramana_,2022-07-30 23:54:02,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
orblinkzenit,2022-07-30 23:54:01,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
sttyong_,2022-07-30 23:54:00,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Iseng57185173,2022-07-30 23:54:00,"RT @s4ng_pn4kLuk_id: SBY dan AHY Hadiri Resepsi Pernikahan Putri Anies Baswedan
#BlokirKominfo
https://t.co/jQke8n4NTx

Lanjutan Video Hany…"
uii_ball,2022-07-30 23:53:54,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
Mika_Kuchiki,2022-07-30 23:53:53,RT @bung_dehan: Kominfo Blokir Paypal itu Paypal tidak resah... yang resah itu Rakyat Indonesia Karena Duit hasil kerjanya tertahan di PayP…
Miraerae56,2022-07-30 23:53:51,"RT @tilehopper: Hey all, 
Kamu content creator (mau irl/virtual), illustrator, artist, freelance creative worker, dan e-sports gamer yang t…"
HafidArkan,2022-07-30 23:53:51,"RT @historia_id: Kini, Kominfo, PSE, website diblokir. Dulu, Kemenpen, SIUPP, media massa dibredel. Harmoko jalan terus. Harmoko yang menja…"
21MuhammadIkhs1,2022-07-30 23:53:46,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Mika_Kuchiki,2022-07-30 23:53:41,"RT @corputtyAngel: Kalian @kemkominfo gak tau gimana kami para freelancer yg dapat duit dari luar negeri trus uangnya dikirim ke paypal, ud…"
allanadb_,2022-07-30 23:53:39,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
DekiRakai_45,2022-07-30 23:53:36,"RT @Mousharian: Untuk warga twitter semua, saya memohon  dan meminta tolong untuk ke report akun kementerian bajingan. Kementerian paling g…"
ILhamSmsLarfN,2022-07-30 23:53:36,"RT @Danny10_DotCom: Johnny G. Plate

Jl. Bango I No.6, RT.06/RW.03, Kel. Pondok Labu. Cilandak. Kota Jakarta Selatan. DKI Jakarta

#kominfo…"
Livingclown00,2022-07-30 23:53:33,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
indrawij79,2022-07-30 23:53:33,RT @Ghis_Geralt: Network and Sharing Center &gt; pilih Wi-Fi / Ethernet (kalau pake ethernet) &gt; Properties &gt; Internet Protocol Version 4 &gt; Pil…
saufa123,2022-07-30 23:53:31,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
parulian22,2022-07-30 23:53:28,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
gamernotion,2022-07-30 23:53:28,"RT @komrikmania: Buat sobat mobile yang susah buka website-website ‘terlarang’, bisa coba download 1.1.1.1. Tinggal setup-setup dikit, nyal…"
Safir_G4,2022-07-30 23:53:27,RT @cybsquad_: situs slot judi gak diblokir karena udah daftar ke kominfo. Wwkwkwkw #BlokirKominfo https://t.co/ySc9Y8wMGS
bung_dehan,2022-07-30 23:53:26,"Pak Tua Kominfo, PayPal itu banyak membantu masyarakat Indonesia lho, ketika negara Indonesia tidak dapat memberikan lapangan kerja yang cukup untuk bangsanya... nah dengan adanya Paypal kami rakyat indonesia diberikan akses mudah berpenghasilan dari online...#BlokirKominfo"
MisteriaTMR,2022-07-30 23:53:25,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
ddaaaalgi,2022-07-30 23:53:24,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
VLforLoVe,2022-07-30 23:53:24,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
BootAdventure,2022-07-30 23:53:20,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
otonegatariclip,2022-07-30 23:53:19,"Emang ga mau negara nya maju ni orang,sukanya mutus rezeki orang lagi.. #BlokirKominfo https://t.co/q5jBxlWYoj"
irwantodwi_17,2022-07-30 23:53:12,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
hmydarman,2022-07-30 23:53:04,"RT @ghex88: Jangan asal blokir kalau tidak ada alternatif.

Jadilah solusi bukan jadi yang mau menang sendiri.

Kuasa manusia itu tidak sel…"
McZhadow,2022-07-30 23:52:57,Manfaatnya gag sepadan sm total dana project yg digelentorkan hampir 1T dr duit pajak yg di bayar #BlokirKominfo https://t.co/vW1zK5soxS
kukuhsaputro_,2022-07-30 23:52:50,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Yayayayat7,2022-07-30 23:52:48,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
najaerl,2022-07-30 23:52:46,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
YuniAriane,2022-07-30 23:52:44,"Selamat pagi pak @jokowi , pak @PlateJohnny , nyenyak tidurnya? Aku sih enggak bisa tidur kalau sumber penghidupan dari Paypal jadi berhenti, jadi pusing mikirin gimana cara bayar pajak, tanpa pajak gaji bapak-bapak kan berkurang nanti anak istri makannya gimana? #BlokirKominfo"
Fortrezzzz,2022-07-30 23:52:43,"Ini bapak"" yang kerja di kominfo pada punya otak gak sih untuk berpikir? Dampak mreka memblokir Paypal, Steam dkk itu sama aja mematikan rejeki orang. Udh diblokir gt kalian suruh freelancer sama youtuber mau kerja apa? Ngemis di jalan? Tolonglah sadar klian smua. #BlokirKominfo"
hobiehorse,2022-07-30 23:52:42,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Dongry14,2022-07-30 23:52:41,RT @Ghis_Geralt: Network and Sharing Center &gt; pilih Wi-Fi / Ethernet (kalau pake ethernet) &gt; Properties &gt; Internet Protocol Version 4 &gt; Pil…
pinkneosky,2022-07-30 23:52:41,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
MisteriaTMR,2022-07-30 23:52:35,"RT @KiputKingg: Dear Johnny G. Plate, jangan merusak hobi anak-anak muda #BlokirKominfo https://t.co/8uqxFWOg5z"
alfaabett,2022-07-30 23:52:35,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
mawardithoge,2022-07-30 23:52:34,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
tiyoktekblung,2022-07-30 23:52:34,"Turut berbelasungkawa kepada teman teman yang mata pencahariannya terdampak  kebijakan @kemkominfo , semoga lekas ditemukan solusinya  #BlokirKominfo"
TamvanSii,2022-07-30 23:52:33,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
Sparbos,2022-07-30 23:52:32,"Nunggu collaps Web @kominfo digempur, hashtag #BlokirKominfo akan selalu awet. 

Bedalah ini beneran #ProtesNetizen  bukan hashtag pesanan politik."
jadibuahajadeh,2022-07-30 23:52:27,"Piring 15rb an isi 4 pcs
https://t.co/yKWU1ap1G8 

Mangkok 15rb an dapet 4 pcs 
https://t.co/LgBnFE2B2p

Cocok buat nak koss✨ 

#BlokirKominfo Irene Uncle Roger #GetWellSoonRei Red Velvet Pagii Paypal #JusticeForGaram https://t.co/EKxOOYHXQH"
kukuhsaputro_,2022-07-30 23:52:25,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
gaskeuncheckout,2022-07-30 23:52:24,"RT @miissufewin: Mungkin ada yang minat😊

https://t.co/vIywVGIStE

Situs Judi Diblokir #BlokirKominfo Ardhito Malmingan Jilbab Tidur PayPal…"
KBabsel,2022-07-30 23:52:22,RT @secgron: Hari ini dampak dari pemblokiran sewenang-wenang oleh @kemkominfo  udah bisa kita rasakan dan kini saatnya untuk mengambil lan…
shaxchanx,2022-07-30 23:52:17,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Mika_Kuchiki,2022-07-30 23:52:13,"RT @amrul_izwan: Harus berani speak up,katanya menjunjung demokrasi, pemerintahnya anti kritik

#BlokirKominfo https://t.co/4NKY6IobI1"
shaxchanx,2022-07-30 23:52:05,"RT @alter_ozone: Diam bengong, sekali gerak bikin rusuh. #BlokirKominfo https://t.co/DqUIvdFs7u"
huuuuumanOid,2022-07-30 23:52:01,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
racunnsshopee,2022-07-30 23:51:58,"RT @miissufewin: Mungkin ada yang minat😊

https://t.co/vIywVGIStE

Situs Judi Diblokir #BlokirKominfo Ardhito Malmingan Jilbab Tidur PayPal…"
fyshabilillah,2022-07-30 23:51:54,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
unniepro,2022-07-30 23:51:54,"RT @KontraS: Apakah ketika sudah daftar masalah selesai? Tentu tidak! Karena banyak pasal karet dari aturan yang mendasari Program PSE ini,…"
Adielahndok,2022-07-30 23:51:53,kominfo kok mbidek sih ckckck  #BlokirKominfo
Igaruddin_ombe,2022-07-30 23:51:53,"RT @secgron: Perjalanan situs PSE @kemkominfo yang menjadi bagian dari proyek 963 M:

23 Juli: Insiden web error tapi malah nyalahin user
2…"
mawardithoge,2022-07-30 23:51:52,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
shaxchanx,2022-07-30 23:51:47,"RT @KiputKingg: Dear Johnny G. Plate, jangan merusak hobi anak-anak muda #BlokirKominfo https://t.co/8uqxFWOg5z"
unniepro,2022-07-30 23:51:45,RT @KontraS: Revoluasi Industri 4.0 yang digadang-gadang @jokowi supaya menjadikan Indonesia maju justru bertolak belakang dengan tindakan…
unniepro,2022-07-30 23:51:40,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
_siro10,2022-07-30 23:51:40,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
garrixergang,2022-07-30 23:51:38,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Qlabouf,2022-07-30 23:51:34,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
jzelww,2022-07-30 23:51:31,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
m_isaan,2022-07-30 23:51:30,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
artfmis,2022-07-30 23:51:30,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
LIGA_KEMBAR,2022-07-30 23:51:28,"PUSAT JUDI ONLINE Ayo Pasang Team kesayangan Anda di KEMBARBOLA dan dapatkan Bns Deposit 10% WA:+6281212416504
#BlokirKominfo #ItsNeverGoodbyeDREAM #IslamWujudkanKeadilan #TXTPALOOZA
#YNWA #iQIYIinLOVExTaBarcode #NFTs #KominfoKontol #kominfo https://t.co/zf5yDe2Yym"
nomiinist,2022-07-30 23:51:28,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
aendeerye,2022-07-30 23:51:25,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
VeraRachmaA,2022-07-30 23:51:16,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
AdikusumaKB,2022-07-30 23:51:14,RT @memefess: Halah kontol #BlokirKominfo
KBabsel,2022-07-30 23:51:14,"RT @FloxScop: Kominfo mengajari anak bangsa untuk melakukan crack dan menggunakan game bajakan🫣
#BlokirKominfo #KominfoKontol https://t.co/…"
Ortega_Laka2,2022-07-30 23:51:03,RT @cybsquad_: situs slot judi gak diblokir karena udah daftar ke kominfo. Wwkwkwkw #BlokirKominfo https://t.co/ySc9Y8wMGS
RaraGantariN,2022-07-30 23:51:00,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
debykyne,2022-07-30 23:51:00,"RT @Vikkristian12: Selamat pagi dan selamat berakhir pekan, steam udah diblokir tapi slot belum di blokir padahal beli game di steam udah b…"
KBabsel,2022-07-30 23:50:57,"RT @Z3nn_12: Suruh anak bangsa buat app sendiri tapi tool developer di blockir, situ punya otak tidak? 

#BlokirKominfo #KominfoKontol http…"
ILhamSmsLarfN,2022-07-30 23:50:57,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
DekiRakai_45,2022-07-30 23:50:56,"RT @oxxtan: dahlah bikin ginian aja
gegara gua dah mentok keselnya

#KominfoKontol
#BlokirKominfo https://t.co/lPlovWZk0o"
AndreePascol,2022-07-30 23:50:53,"#BlokirKominfo roy suryo udah bego pake penyangga leher, ini knp kominfo ikutan bego jg."
dyhamanagan,2022-07-30 23:50:51,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
ariewijantara,2022-07-30 23:50:46,"RT @ndagels: Steam, epic games, battlenet diblokir tapi kok ini game yg nuansa judinya kuat malah di kasih ijin kominfo, lawak bener #Bloki…"
erysaputra_,2022-07-30 23:50:45,sudahkah anda #blokirkominfo hari ini? @kemkominfo https://t.co/sTDLl95W9V
shaxchanx,2022-07-30 23:50:42,"RT @honeybunhutchy: Sayang words twitter ada limitnya.
Gw pen copy paste ini padahal.

Tidak lupa #BlokirKominfo #KominfoKontol https://t.c…"
KBabsel,2022-07-30 23:50:42,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
couse_on3,2022-07-30 23:50:41,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
anotherivi,2022-07-30 23:50:39,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
berkatapelan,2022-07-30 23:50:36,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Staryuuu_,2022-07-30 23:50:35,"RT @ratcebong: Bukannya ngusik lapak judi slot, malah ngurusin hal-hal yang ga seharusnya di usik. Lembaga tolol. 
#BlokirKominfo https://t…"
just_waiters,2022-07-30 23:50:35,"RT @Azirah172: #BlokirKominfo
#kominfo
#KominfoKontol
Update terbaru https://t.co/72wjpxPfW2"
kintanfp,2022-07-30 23:50:34,"RT @NdrewsTjan: Kita semua sibuk sama masalah blok @Steam sampai gk sadar ada hasil ini yg keluar hari ini. 

Semua keributan dri pagi ini…"
Sparbos,2022-07-30 23:50:32,"Biji lu sama aja korup, ngambil momentum taek, lu cuma memikirkan kelompok lu doang 

#BlokirKominfo #PSEmelanggarHAM #KominfoKontol #ProtesNetizen 

Tembus 110rb Tweet bukan hashtag sampah https://t.co/VVn6CEe2Cu"
koipepo,2022-07-30 23:50:31,"RT @remotivi: Huru-hara belakangan ini bukan hanya soal daftar atau blokir. Meski platform digital sudah pada daftar di Kominfo, kita juga…"
MalikAlghani,2022-07-30 23:50:30,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
cpt_pahlevi,2022-07-30 23:50:24,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
Kaleyana_,2022-07-30 23:50:23,"RT @remotivi: Mohon doa dan dukungannya untuk #ProtesNetizen siang ini di depan gedung Kominfo.

Kritik digital ✅
Datang langsung ✅
Tidak m…"
elauffar,2022-07-30 23:50:20,"RT @niwseir: Analoginya gini:
Tukang bubur jualan, si pos satpam nyuruh tinggal KTP, maksa ngintip dan ngambil topping apa aja, ngelarang p…"
Aditia18205685,2022-07-30 23:50:20,#BlokirKominfo BALIKIN PAYPAL GW ANJING https://t.co/uhTowArNfe
prauliyatama,2022-07-30 23:50:18,"RT @gumpnhell: Aktivitas Boomer.

#hatihatikamumulaiberpikir
#BlokirKominfo https://t.co/svdSwH3Ced"
glowingstool,2022-07-30 23:50:17,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
hendripmarpaung,2022-07-30 23:50:14,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Sena_Aditya,2022-07-30 23:50:07,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
AdanJik,2022-07-30 23:50:07,"RT @niwseir: Analoginya gini:
Tukang bubur jualan, si pos satpam nyuruh tinggal KTP, maksa ngintip dan ngambil topping apa aja, ngelarang p…"
hendripmarpaung,2022-07-30 23:49:57,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
DolfieOtay,2022-07-30 23:49:56,"RT @s4ng_pn4kLuk_id: SBY dan AHY Hadiri Resepsi Pernikahan Putri Anies Baswedan
#BlokirKominfo
https://t.co/jQke8n4NTx

Lanjutan Video Hany…"
sipaling_indira,2022-07-30 23:49:54,"LAGU YANG COCOK BUAT KOMINFO
#BlokirKominfo https://t.co/OAMhTxn9Q9"
hadi_nur99,2022-07-30 23:49:54,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
rangga_luthfi,2022-07-30 23:49:53,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
justleafff,2022-07-30 23:49:52,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
8147fcdb17514f3,2022-07-30 23:49:48,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
amrul_izwan,2022-07-30 23:49:48,"Harus berani speak up,katanya menjunjung demokrasi, pemerintahnya anti kritik

#BlokirKominfo https://t.co/4NKY6IobI1"
hendripmarpaung,2022-07-30 23:49:43,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
KBabsel,2022-07-30 23:49:40,"RT @FerdiRizky7: Bayangin udh beli game kena pajak masih aja di blokir,ini kominfo secara tidak langsung nyuruh kita ngebajak game #BlokirK…"
matthewkonoo,2022-07-30 23:49:37,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
apaansiiibg,2022-07-30 23:49:37,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
IrsyadMaro,2022-07-30 23:49:36,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
KBabsel,2022-07-30 23:49:33,"RT @sLuffiO: komintod 🤓🤓
#KominfoKontol #BlokirKominfo https://t.co/9uLxPcLOhV"
punipunichim,2022-07-30 23:49:33,"RT @niwseir: Analoginya gini:
Tukang bubur jualan, si pos satpam nyuruh tinggal KTP, maksa ngintip dan ngambil topping apa aja, ngelarang p…"
hendripmarpaung,2022-07-30 23:49:30,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
gataulahanjng,2022-07-30 23:49:28,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
abcdhef,2022-07-30 23:49:27,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
iellshinjjang,2022-07-30 23:49:21,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
araka93,2022-07-30 23:49:19,"Saat ini judi online juga marak kominfo kemana ? Apa judi online sudah ada ijinya. Paypal emang ngerugiin negara ? Kalo iya berapa yg di rugiin. Judi, pinjol, situs bokep jelas merugikan rakyat, Elu dimana ? 
#BlokirKominfo"
Sagemuly,2022-07-30 23:49:17,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
valmahendra_,2022-07-30 23:49:16,RT @kfreiii: @kemkominfo Kata temen syaa yang pernah magang di situ aja gitu ngomongnya. Gimana mau memajukan teknologi Indonesia kalo isin…
ushioiks,2022-07-30 23:49:15,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
msusetio16,2022-07-30 23:49:13,Karna kebetulan aja perut atau pemuas nafsu mu disenggol kan makanya kau besuara?? Hahahahaha goyang semua goyang mampus #BlokirKominfo https://t.co/oiarim1Qus
hammamfadli999,2022-07-30 23:49:11,RT @bung_dehan: Kominfo Blokir Paypal itu Paypal tidak resah... yang resah itu Rakyat Indonesia Karena Duit hasil kerjanya tertahan di PayP…
arhamzah10,2022-07-30 23:49:09,RT @secgron: Hari ini dampak dari pemblokiran sewenang-wenang oleh @kemkominfo  udah bisa kita rasakan dan kini saatnya untuk mengambil lan…
diqoadnani,2022-07-30 23:49:08,"Masih yah
#BlokirKominfo 
Yaudah best of luck for everyone"
ciciutiw,2022-07-30 23:49:05,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
unniepro,2022-07-30 23:49:04,RT @bung_dehan: Kominfo Blokir Paypal itu Paypal tidak resah... yang resah itu Rakyat Indonesia Karena Duit hasil kerjanya tertahan di PayP…
bledozcity,2022-07-30 23:49:02,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
vicelnd,2022-07-30 23:49:01,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
MisteriaTMR,2022-07-30 23:48:55,"RT @Mfzxy1: Dear Kominfo,Lu Enak Banget Ya Blokir Steam,Epic games,PayPal,Asal Lu Tau Ajg Banyak gamer Di Seluruh Indonesia Udah Beli Game…"
KBabsel,2022-07-30 23:48:55,"RT @Mfzxy1: Dear Kominfo,Lu Enak Banget Ya Blokir Steam,Epic games,PayPal,Asal Lu Tau Ajg Banyak gamer Di Seluruh Indonesia Udah Beli Game…"
krilido,2022-07-30 23:48:52,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
idfc_with,2022-07-30 23:48:51,Kominfo k o n t o l #BlokirKominfo
jumjumareka,2022-07-30 23:48:50,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
unniepro,2022-07-30 23:48:47,RT @araka93: Kominfo dari dulu kerjanya cuman bisa blokir2 doang yaa. Saat australia melakukan penyadapan ke istana negara kominfo juga gk…
su_s_ah,2022-07-30 23:48:47,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
MisteriaTMR,2022-07-30 23:48:47,"RT @FerdiRizky7: Bayangin udh beli game kena pajak masih aja di blokir,ini kominfo secara tidak langsung nyuruh kita ngebajak game #BlokirK…"
KBabsel,2022-07-30 23:48:46,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
singbosing,2022-07-30 23:48:42,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
KBabsel,2022-07-30 23:48:42,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
